Id,ORGANIZATION,NAME,GENDER,SPECIALITY,ADDRESS,CITY,STATE,ZIP,LAT,LON,ENCOUNTERS,PROCEDURES
7e8815ca-d93f-3d66-aad1-fb40bdcce8bf,88e28a1c-aad9-36d0-832b-b579ecb95c3d,Anthony633 Toy286,M,GENERAL PRACTICE,14 MANNING AVENUE,LEOMINSTER,MA,014535768,42.5253035,-71.7584413,64,0
6c0d42c7-f6a5-35bd-be1a-feadbe06d32f,4cf79e95-2815-3a4c-a3b8-951fe548dd27,Catalina187 Medrano332,F,GENERAL PRACTICE,20 ELM ST,PITTSFIELD,MA,012016502,42.4458896,-73.2448206979669,48,0
42c9e5e1-e1ee-33a8-8e6f-40b493b28df3,05bcaa3e-aa5d-3b03-ba26-7e4d2e083681,Bok974 Howe413,F,GENERAL PRACTICE,1 LOVE LN,SOUTH DENNIS,MA,026603445,41.699084799999994,-70.13271830347861,7,0
1b06d6ef-2138-3361-9a32-a23680c66f31,2b376b69-72ac-3d68-aceb-018e82b8fc8f,Lucas404 Klocko335,M,GENERAL PRACTICE,113 CENTRAL AVE,HYDE PARK,MA,021363021,42.26077065,-71.1187885119897,5,0
5c2165af-bf4b-3743-b10e-8bd85daf543b,fa564970-fde4-332c-91d9-c0747b032d3e,Jennefer743 Hudson301,F,GENERAL PRACTICE,34 SOUTH LINCOLN STREET,NATICK,MA,017606049,42.2731232,-71.3105334275248,27,0
d67fedb7-35d5-3766-a039-f7241a70add8,39104cad-5228-3e07-9b3e-3ad736b33d5d,Hilda552 Muller251,F,GENERAL PRACTICE,200 PROVIDENCE HWY,DEDHAM,MA,020261881,42.22214545274341,-71.18159060546684,48,0
9bb1014b-2b6a-3794-b5b8-8915b9171961,a3a72023-3f37-3d77-be82-62085a912993,Esteban536 Jiménez568,M,GENERAL PRACTICE,311 STATE STREET,SPRINGFIELD,MA,011051140,42.10500795,-72.58124154847081,63,0
47ab3d93-2e89-37cb-b582-95ef8c29fa96,1311c44a-85cb-3aea-a143-e5d7892ced8b,Claudio955 Borrego496,M,GENERAL PRACTICE,300 KENSINGTON AVE,SPRINGFIELD,MA,011071139,42.091896,-72.559437,110,0
68d5b470-bf79-38e4-a63a-0509eebb14c1,817a1428-2045-3e89-9fa2-ef7d287d6fa5,Dana512 Schuster709,M,GENERAL PRACTICE,70-71 N PARISH RD,LAWRENCE,MA,01843,42.690315,-71.150015,168,0
5697b94b-9b6f-316b-9cfd-10a9630dd518,b4359169-6bc8-3e93-9e0c-19c6bf518e58,Kurt412 Auer97,M,GENERAL PRACTICE,126 MONUMENT ST,HAVERHILL,MA,018322527,42.78715445,-71.10946686154523,1,0
99bcd55a-1296-385f-a12c-791efd5ab6e0,4846e68f-845b-38e6-aa40-48196bf9ff0e,Carylon722 Corwin846,F,GENERAL PRACTICE,130 COLRAIN RD,GREENFIELD,MA,013019625,42.59140995,-72.62336230812821,6,0
8403ed31-ba11-3275-9749-dbc93d2ccd64,667b46fe-0afa-3f70-a311-bbe3d52db050,Mickey576 Borer986,F,GENERAL PRACTICE,757 BOSTON POST RD,WORCESTER,MA,016071728,42.231371,-72.165386,53,0
957257cc-a3a8-3d8f-a7e9-690ee1a5e0d6,0ff7cb48-0c93-31cf-9442-0b034084d588,Rodrick370 Kreiger457,M,GENERAL PRACTICE,2 BEAUMONT AVE,BROCKTON,MA,023023302,42.0835203,-70.98856021035954,2,0
50ae58a9-3432-33c2-abab-695f9aeef851,a4af40b8-0ddb-34bb-ae4a-95a17e9ad6f3,Cristopher265 Heaney114,M,GENERAL PRACTICE,100 MYLES STANDISH BOULEVARD  SUITE 103,TAUNTON,MA,027807340,41.948930849999996,-71.14141318475193,50,0
2e75bdaa-a309-38b7-be40-eea06735e3ef,009f87f0-4bb6-350c-ba41-0b3235a7ca43,Delbert384 Tromp100,M,GENERAL PRACTICE,277 ELLIOT ST,NEWTON UPPER FALLS,MA,024641201,42.3134306,-71.2206105,1,0
9cc1ecdf-0607-3660-bd8f-759979214738,f945589f-88aa-366b-9e9d-2418d091112d,Azzie965 Ziemann98,F,GENERAL PRACTICE,105 ERDMAN WAY,LEOMINSTER,MA,014531805,42.54685255,-71.75737313871981,65,0
50746a35-e9f6-3d83-a51c-0b59d2874da3,fe675917-7b09-3afd-a6e6-128cc4de4734,Chery887 Kohler843,F,GENERAL PRACTICE,319A ALLSTON STREET,BRIGHTON,MA,021357652,42.345093,-71.139804,20,0
4fc91b43-1636-3501-bcd3-178a995a18fd,bdc3ee76-9cf3-316d-b202-a8da1ea3fa20,Laverna97 Rippin620,F,GENERAL PRACTICE,130 RUMFORD AVENUE  SUITE 211,AUBURNDALE,MA,024661370,42.35853505,-71.24125521214887,14,0
7b689eb8-5fca-36ab-8d7f-503c6ad004f7,8447e2c7-df8d-3e1f-9d88-b67dcca2bcb6,Shirley182 Baumbach677,F,GENERAL PRACTICE,22 HILLSIDE AVE,GROTON,MA,014501284,42.61232115,-71.5798529093222,4,0
9d7d1a3c-3bf9-3633-8583-9548316aee8e,5d4da50c-8593-304f-b266-57d8f7d634a2,Hugh686 Klein929,M,GENERAL PRACTICE,250 SHEARER ST,PALMER,MA,010691428,42.168634600000004,-72.33353526811578,2,0
c2e63521-6a6c-3266-870c-af62374f36ca,7f08f09e-c5f7-38cd-83ba-ddafedd88a13,Shayne60 Pacocha935,M,GENERAL PRACTICE,133 SALEM ST,REVERE,MA,021511114,42.43833805,-71.01730877599738,2,0
c6584734-b424-3734-964e-e536ad994dac,cee48694-b526-344a-b87c-42abe3e6f643,Numbers230 Waters156,F,GENERAL PRACTICE,255 INDEPENDENCE DR,HYANNIS,MA,026011854,41.6772926,-70.29842983396861,15,0
b8ee01e3-5cd6-3e7d-9559-f6f9f9a02f47,8f0ec876-22d3-3986-892e-4c2052d0fffa,Simone657 Harris789,F,GENERAL PRACTICE,94 SUMMER ST,FITCHBURG,MA,014205761,42.57835885,-71.78584786190521,2,0
c2213fe5-26de-30bf-af1d-77ac843eada4,8e3ca57f-6f74-3d61-9803-ab1424290216,Concha418 Mann644,F,GENERAL PRACTICE,89 MORTON STREET,ANDOVER,MA,018102036,42.6551409,-71.12857340697036,10,0
a113c70b-d1a7-318b-937e-f24ea7128339,5fcff9db-16e4-3e56-aa78-abbc16338097,Margene509 Schamberger479,F,GENERAL PRACTICE,295 VARNUM AVE,WESTFORD,MA,018863513,42.5792583,-71.4378411,1368,0
be18da6b-89f7-35a8-81b2-0abdbcba52c2,fa09396a-2926-3b21-ad0c-9f6cabbce0eb,Brigitte394 Bartoletti50,F,GENERAL PRACTICE,1210 BOSTON PROVIDENCE TPKE,NORWOOD,MA,020625061,42.1714075,-71.1951186,13,0
2b2eae57-48ff-3ed6-83f6-592070406516,40c01d75-1542-3e0b-8e5f-78d3031beba1,Broderick767 Reynolds644,M,GENERAL PRACTICE,505 PARADISE RD,SALEM,MA,019704267,42.485927,-70.900301,249,0
e620ed60-d5d6-3887-b90a-dcd89c2a11eb,84abfbd5-41c1-3df4-9b31-7ca93cb2309a,Cole117 Block661,M,GENERAL PRACTICE,85 HERRICK ST,BEVERLY,MA,019151790,42.56415055,-70.8751357650672,235,0
d0c0299b-9866-3dda-aa53-9b43c9ce112c,2617efb0-1afe-3c9c-afbe-2ca94f9c198c,Adrienne302 Jast432,F,GENERAL PRACTICE,140 WOOD RD,WEYMOUTH,MA,021901338,42.2212188,-70.9391625,62,0
59833898-6cba-321a-8b1d-5255cd4581ed,1ddd51d1-7297-3c3b-bad5-98aecd5e4a79,Dinah304 Kub800,F,GENERAL PRACTICE,127 CAMBRIDGE STREET  SUTIE #2B,BURLINGTON,MA,018033735,42.50188325,-71.19559351572005,51,0
75100d9d-62a7-332c-9d54-c0a2c63c1c49,4cb90b5f-734d-322f-a2f2-776824e1ce35,Irvin970 Emard19,M,GENERAL PRACTICE,770 CONVERSE STREET,LONGMEADOW,MA,011061719,42.0639853,-72.5521444,1,0
60e7b0a9-34c6-343c-80ca-ae630c43261b,93c3d861-e05d-33b9-91eb-1768470229d7,Phoebe31 Thiel172,F,GENERAL PRACTICE,10 CENTENNIAL DR,PEABODY,MA,019607938,42.5261827,-70.9529896,117,0
665ec17c-33ad-3160-8907-d9623e6a090c,2e1eaaf1-ebb0-332c-8921-f48e15b91879,Tambra47 Nolan344,F,GENERAL PRACTICE,2 SEAPORT DRIVE,QUINCY,MA,021711599,42.29287335,-71.03019020136307,3,0
157cf554-c0c2-32f2-9989-0665059fff79,c272e12f-e154-3fee-b05d-b7c0cab2657d,Shasta644 King743,F,GENERAL PRACTICE,800 WASHINGTON ST,NORWOOD,MA,020623487,42.1886973,-71.2005241,260,0
48dc5016-91e7-356a-a050-fd8e9f349959,ca1c0a76-f601-3a1c-a448-689cd3d56bb1,Luther918 Rippin620,M,GENERAL PRACTICE,96 FOREST STREET,PEABODY,MA,019603907,42.528469349999995,-70.95557442492182,3,0
eb279700-1b6a-3981-b8a2-c089b3a3fe2f,8d0f0e66-b1dc-37fd-8b4e-0dcb6b3b446e,Krystal150 Pollich983,F,GENERAL PRACTICE,200 Springs Rd.,Bedford,MA,01730,42.503376,-71.272644,155,0
1298e5ca-e9ec-350f-8bd4-908267ae2dba,b66db758-a205-3227-9cfb-bf19d2c1962d,Noreen211 Stroman228,F,GENERAL PRACTICE,121 HARVARD AVENUE  2ND FL,ALLSTON,MA,021342702,42.35241825,-71.13220132573996,15,0
385c4622-9cb8-35f6-9a27-05071850d09a,f6a306cf-7bd6-35f4-a6b7-2d07d273914c,Carolynn568 Von197,F,GENERAL PRACTICE,63 FOUNTAIN ST STE 402,FRAMINGHAM,MA,017026280,42.27595495,-71.42631150114194,197,0
d2cad307-ece8-3c0a-a0f8-97ed70d0fd7c,e49b692f-cccc-3cd5-93df-6db63dfc3e4a,Rolland302 Lemke654,M,GENERAL PRACTICE,1250 HANCOCK ST STE 104N,QUINCY,MA,02169,42.2517569,-71.0033967,57,0
b3332f5d-cfe0-3ace-8a4a-fdfe05262730,f549a720-814b-3dc6-ae77-6376a22564ee,Perry780 Prosacco716,M,GENERAL PRACTICE,209 COUNTY RD,NORTH FALMOUTH,MA,02556,41.6459404,-70.6183639,3,0
a3a9e857-54e2-3423-aa6a-3480b64552cc,32fcdfba-8c93-30f4-b15b-dd3b65c29deb,Sparkle906 Bernhard322,F,GENERAL PRACTICE,20 NORTH MAPLE STREET,HADLEY,MA,010359715,42.3615107,-72.55261320852942,37,0
d1b97c54-9f62-3cdb-bd17-7bf47cec1204,0ddb0329-b59d-3187-874c-602c649249c8,Lynn917 Cassin499,F,GENERAL PRACTICE,115 W SILVER ST,WESTFIELD,MA,010853678,42.1178811,-72.75935246865802,707,0
2c1234df-1aa2-347b-b95f-1e34dcf33eed,764bf964-6ab7-30eb-885b-3d713ca43265,Carrol931 Wilderman619,F,GENERAL PRACTICE,ROUTE 6   P O BOX 1430,WELLFLEET,MA,026677402,41.936423,-70.021074,70,0
38853b1a-6a10-32a7-bc97-1829a3741c62,2cf06ddc-4c55-3c91-98f1-fb0188079c27,Alena861 Rolfson709,F,GENERAL PRACTICE,10 VETERANS MEMORIAL DRIVE,MILFORD,MA,017572900,42.14682295,-71.50153080894427,34,0
1f48e648-a7e9-3f31-9534-5ac4cd4ada61,d85d8f19-03ac-3ad5-957d-e8a36f7002de,Ellis535 Muller251,M,GENERAL PRACTICE,165 TOR CT,PITTSFIELD,MA,012013001,42.457583299999996,-73.2812227954125,6,0
ecbdedb1-c9c9-3fb6-be5f-8f5e50f05907,02c936e2-3aee-38b2-88a4-81f3689b7bb7,Royce974 Kohler843,F,GENERAL PRACTICE,120 FISHER AVENUE,BOSTON,MA,021203320,42.3276141,-71.1051603,40,0
2a41a66d-6d3f-3689-ac7b-e3271023f7a8,609ec9f1-e806-3427-b912-9e3b2915521d,Cherrie404 Conn188,F,GENERAL PRACTICE,575 BEECH STREET,HOLYOKE,MA,010406604,42.20105435,-72.628169560868,53,0
1c8552da-cf50-3302-a440-043b97d3886d,5fa5e611-be3d-3ebb-8f71-124325f6005f,Isiah14 Nikolaus26,M,GENERAL PRACTICE,480 ROUTE 6A,EAST SANDWICH,MA,025371438,41.742172,-70.45251,49,0
f0d2c801-d6be-3776-b5f1-edac71282f0a,bb3d48eb-0c30-34f4-8950-790fc984741b,Alane21 Frami345,F,GENERAL PRACTICE,1601 WASHINGTON STREET,BOSTON,MA,021181951,42.3381394,-71.0748562,28,0
52dc6fd9-ef37-322e-8af8-f8049c302d05,bf556284-7513-3620-a10e-5393183a9a87,Rubén780 Amaya149,M,GENERAL PRACTICE,795 MIDDLE ST,FALL RIVER,MA,027211733,41.6924092,-71.16345107025307,833,0
d66d0662-79d4-32a2-9323-fd92ca0c8068,e93b27a8-6507-3595-84a5-f899ce23a72d,Gertha313 Sanford861,F,GENERAL PRACTICE,70 EAST STREET,NORTH ANDOVER,MA,018456144,42.6839894,-71.1127065,42,0
cad16436-9975-3ab7-b188-0986e9dba15c,2b84e56e-08b4-3078-b3ea-4d159208e065,Barton704 Bahringer146,M,GENERAL PRACTICE,1029 PLEASANT ST,BRIDGEWATER,MA,023242301,41.9718173,-71.00937893001648,105,0
4ecc9cc3-b6af-3430-9d8e-8815859ddd3d,05137a62-1a8f-34ff-8baf-a0c35c238ea0,Houston994 Olson653,M,GENERAL PRACTICE,750  ATTUCKS LANE,HYANNIS,MA,026011950,41.676027500000004,-70.29727035,26,0
486acc44-0442-3dd8-be9a-90190ae09e5b,7b9a19b2-d900-3f93-a47b-4b88491fb57b,Francis500 Witting912,M,GENERAL PRACTICE,308 KINGSTOWN WAY,DUXBURY,MA,023324647,42.030389650000004,-70.73959947632582,1,0
69d6547a-f087-3384-b1c3-00e177c795d1,4ffa4412-1493-3beb-b8f0-6614dde953a4,Harland508 Ryan260,M,GENERAL PRACTICE,363 HIGHLAND AVENUE,WAREHAM,MA,025715011,41.745636,-70.658192,1884,0
0ab349a2-4a97-33ad-863f-e6f540c0be9e,ede4a423-6258-3ef5-b5ba-0fa6bb579563,Pablo44 Paucek755,M,GENERAL PRACTICE,326 NICHOLS ROAD,FITCHBURG,MA,014205478,42.5974358,-71.80761197366103,102,0
d02baba3-9e23-3e24-a7b9-f381d4d521e0,a14e698d-a9ba-3eae-9c8b-682ec726433d,Karla801 Cummerata161,F,GENERAL PRACTICE,776 WESTERN AVE,LYNN,MA,019052408,42.466763,-70.9494939,370,0
ec598587-0a12-350a-804d-069ba5fd8d13,dd9914b0-9491-3330-a890-d34e95e497ea,Taylor21 Haley279,M,GENERAL PRACTICE,1061 PLEASANT ST,NEW BEDFORD,MA,027406728,41.64280275,-70.92865004309593,187,0
04495810-4750-35c1-8f1c-576d9bec1420,d4b9a3f0-210d-3e46-a2c7-e099658ac543,Lucina142 Moen819,F,GENERAL PRACTICE,7000 GREAT MEADOW ROAD,DEDHAM,MA,020264090,42.266408549999994,-71.19518435636284,11,0
fa1ce84d-4ecf-36d0-9e9a-af4fe2c7f7bb,7f26da64-69ab-3db4-b285-c48c9836a653,Lupe126 Hansen121,M,GENERAL PRACTICE,500 WENTWORTH AVE,LOWELL,MA,018524937,42.631409,-71.283668,4,0
6cc1f335-88b9-3e2c-ab00-8d61720eeefe,a247ed53-5f17-3eb5-87be-1d2257fa1579,Jamal145 Weissnat378,M,GENERAL PRACTICE,44 KEYSTONE DR,LEOMINSTER,MA,014531904,42.55144955,-71.74402465363428,4,0
e1b315ad-7f8a-383d-a05b-eca2f2b3c8b1,4c1a8ea6-b690-3c28-a02e-ebd82190ee65,Conchita9 Quiroz936,F,GENERAL PRACTICE,885 WASHINGTON ST,BOSTON,MA,021111415,42.3479909,-71.064924,28,0
b9a1c9fd-b91d-32be-94ca-ca6de6dccba2,5ba6765a-f335-36b0-9c6a-6bb494c5330d,Sasha806 Schamberger479,F,GENERAL PRACTICE,31 OLD ROUTE 7,WESTWOOD,MA,020902333,42.2139873,-71.2244987,128,0
f0ee7979-9b2e-3381-92fb-0207cc08ce26,b6eeaaf7-1683-3bcb-b6ee-81ce304636ef,Zachery872 Pagac496,M,GENERAL PRACTICE,170 GOVERNORS AVE,MELROSE,MA,021763225,42.4564323,-71.064182,2176,0
85aa3ef8-eb67-3917-9689-45a7f3e24fcb,9f38d042-09f9-3261-bf91-6fea9585838c,Rebeca548 Guerra754,F,GENERAL PRACTICE,925 WASHINGTON ST,DORCHESTER,MA,021244647,42.279024500000006,-71.06992333929526,44,0
6504847e-bb12-3f8e-a789-ee688f72150e,1c42af32-f17e-32ec-b007-4ff8e2de493e,Ivette731 Wunsch504,F,GENERAL PRACTICE,235 NORTH PEARL STREET,STOUGHTON,MA,020723396,42.1004556,-71.0668392,187,0
14089fbf-0da3-3117-98e3-d0ebffeb18d8,12dc66ee-e2c7-3d5a-892e-157ff1d47f32,Felix524 Rogahn59,M,GENERAL PRACTICE,242 GREEN ST,WINCHENDON,MA,014751820,42.68061,-72.060691,60,0
e5d46eac-fbe8-31c4-b532-21f84fce33f5,65eda534-1bdc-3192-8d02-1c3764447790,Alonso270 Hand679,M,GENERAL PRACTICE,1244 BOYLSTON ST,CHESTNUT HILL,MA,024672115,42.3214927,-71.1711481,69,0
3a2bde82-d957-3899-8c1f-e67c533fb5e0,14932db8-e179-331d-98ad-dc1c352cb6d3,Lora418 Barrows492,F,GENERAL PRACTICE,743 MAIN ST,MELROSE,MA,021762707,42.460108950000006,-71.06216841036309,4,0
e8b9ea88-41a8-342c-915b-3deac94eb54b,d613e441-68e8-3502-8adb-3f770a1276bf,Emmaline88 Witting912,F,GENERAL PRACTICE,114 WATER ST,MILFORD,MA,017573007,42.13661855,-71.53474614336832,280,0
d519ac6e-03cf-311e-8e35-d11158110f91,6c064003-fa5a-38a5-b48c-36c5a9643e2b,Alejandra902 Rodríguez701,F,GENERAL PRACTICE,2343 WASHINGTON ST,ROXBURY,MA,021193200,42.329843,-71.084608,25,0
78b0574e-ece8-39b6-898f-3ccbc219ba86,05abc3ba-9d27-385d-9d81-79f3ce77709b,Hayden835 Howe413,M,GENERAL PRACTICE,10 MARY SCANO DR,WORCESTER,MA,016052884,42.27503365,-71.77776403320533,1,0
09b19dd1-824d-38e0-9688-8a439b8185a5,de29a374-221b-3cb4-8051-a02c1a35e5b7,Gwyneth692 Marvin195,F,GENERAL PRACTICE,562 WASHINGTON ST,SOUTH ATTLEBORO,MA,027036942,41.912892049999996,-71.36135809627689,159,0
496c9977-42ea-3205-800b-9b6ea4c69898,b0b89e26-30e3-35d4-af87-29fb529579cf,Julian715 Jakubowski832,M,GENERAL PRACTICE,391 HANOVER ST,FALL RIVER,MA,027205432,41.71019285,-71.14377103194548,3,0
9c8106ac-d0c5-3d4d-bb96-53e01f6de16b,b03b624d-c939-3688-986d-9555b8009a3b,Rafael239 Meléndez48,M,GENERAL PRACTICE,230 MAPLE ST,HOLYOKE,MA,010405144,42.207406,-72.608419,40,0
82013d09-a511-3a46-9701-1f28992ea4d6,ff6d901b-6850-378b-87d0-97a8c499aa43,Lisha487 Ferry570,F,GENERAL PRACTICE,935 WASHINGTON ST,NORWOOD,MA,020623411,42.18396765,-71.2037844209652,75,0
3fdd65a0-5f05-33ef-bc9a-c545afbe6c49,ea153d0a-9ccc-3769-9a25-934b417071b7,Tashina114 Towne435,F,GENERAL PRACTICE,463 WORCESTER RD,FRAMINGHAM,MA,017015354,42.3095704,-71.4413097,136,0
c295e73d-b6b3-34b5-8ce8-4cde9d052038,d3085315-9893-34c7-8889-3a31dc17c2b0,Ethyl508 Rau926,F,GENERAL PRACTICE,1428 MAIN ST STE 7,WALPOLE,MA,020811729,42.1325911,-71.2618886,175,0
1e163644-c423-3a68-81cc-f1aa034df9b5,f4afdf7f-2ee5-35e1-8495-0ad8bdbb58c7,Patria17 Abshire638,F,GENERAL PRACTICE,5 HIGH ST STE 205,MEDFORD,MA,021553800,42.4186094,-71.11002086383617,11,0
ea460421-2b0b-3455-97ed-3a367c6369ec,ace1ac31-036a-38fd-b451-b3b87157c717,María842 Ortiz186,F,GENERAL PRACTICE,170 MORTON ST,BOSTON,MA,021303735,42.299067750000006,-71.10124351911541,179,0
87372da1-465c-3ad1-b269-313659af6761,469171e3-f6ec-3258-8e16-7038f6a439c0,Rodger755 Brakus656,M,GENERAL PRACTICE,COUNTRYSIDE DRIVE,MILFORD,MA,017571252,42.1413353,-71.5192019,51,0
96344654-fc47-3e66-b29f-29279a85049e,18061fd5-fda8-3e2d-87f0-0f3c87211bcc,Margarite168 Koepp521,F,GENERAL PRACTICE,1493 CAMBRIDGE ST,SOMERVILLE,MA,021431408,42.3875968,-71.0994968,602,0
